date,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,timestamp
2023-06-13,221.75,7.514166666666667,8.388333333333334,,,,,2877.44375,8.41904761904762,0.10285714285714286,,,,2023-06-13 11:56:59.999999744
2023-06-14,229.60416666666666,3.0108333333333333,3.5995833333333334,,,,,2807.3541666666665,5.3758333333333335,0.05789473684210526,,,,2023-06-14 11:56:59.999999744
2023-06-15,276.37068965517244,3.4771551724137932,3.861637931034483,,,,,2920.7845833333336,2.562820512820513,-0.0026455026455026462,,,,2023-06-15 11:56:59.999999744
2023-06-16,75.42796610169492,4.784810126582278,5.430379746835443,,,,,3029.9245833333334,0.09075630252100841,0.010638297872340424,,,,2023-06-16 11:56:59.999999744
2023-06-17,64.51680672268908,3.9083682008368203,4.5556485355648535,,,,,2734.6529166666664,-0.6406779661016949,0.011917098445595855,,,,2023-06-17 11:56:59.999999744
2023-06-18,87.60526315789474,5.67725321888412,7.118025751072961,,,,,2814.125833333333,-1.2445378151260504,0.007978723404255319,,,,2023-06-18 11:56:59.999999744
2023-06-19,193.75,3.963793103448276,4.6875,,,,,2888.11,3.936974789915966,0.11164021164021165,,,,2023-06-19 11:56:59.999999744
2023-06-20,150.64556962025316,6.1033333333333335,6.7025,,,,,2735.3158333333336,7.39746835443038,0.19119170984455958,,,,2023-06-20 11:56:59.999999744
2023-06-21,216.831223628692,6.338655462184874,7.352521008403362,,,,,2845.56875,3.9551282051282053,0.1282051282051282,,,,2023-06-21 11:56:59.999999744
2023-06-22,248.35983263598325,5.197916666666667,5.889166666666667,,,,,3071.2920833333333,1.562025316455696,0.30324324324324325,,,,2023-06-22 11:56:59.999999744
2023-06-23,113.96103896103897,5.052320675105485,5.991983122362869,,,,,3224.6262500000003,0.49916666666666665,0.24444444444444444,,,,2023-06-23 11:56:59.999999744
2023-06-24,94.72052401746726,9.861181434599155,12.020253164556962,,,,,3219.3770833333333,0.07763713080168776,0.2242937853107345,,,,2023-06-24 11:56:59.999999744
2023-06-25,95.79565217391304,6.246835443037975,6.886919831223629,,,,,4841.705857740586,3.438135593220339,0.624822695035461,,,,2023-06-25 11:55:48.451882752
2023-06-26,204.6875,4.286666666666666,4.810416666666667,,,,,2358.853448275862,1.407142857142857,1.1009661835748792,,,,2023-06-26 11:56:59.999999744
2023-06-27,81.98666666666666,5.446835443037975,6.105063291139241,,,,,2468.3399999999997,0.2656779661016949,0.5575757575757576,,,,2023-06-27 11:56:59.999999744
